cde_id,cde_name,variable_name,aliases,cde_definition,cde_source,bundle_name,steward_org,registration_status,keywords,preferred_question_text,cde_data_type,sources_data_type,detail_element_type,detail_nih_endorsed,ninds_raw_disease_specific_instructions,ninds_raw_input_restrictions,cde_origin,pv_codes,pv_labels,pv_definitions,pv_code_systems,pv_concept_identifiers,pv_terminology_sources,unit_of_measure,size,min_value,max_value,population,nlm_identifier,other_identifiers,cdisc_domain,cdisc_variable_name,cdisc_variable_label,dec_identifier,dec_terminology_source,dec_name,ninds_disease_specific_reference,ninds_version_number,ninds_version_date,version_date_flag,additional_instructions,disease_epilepsy,classification_epilepsy,disease_agnostic,classification_agnostic,disease_neurotrauma,classification_neurotrauma,disease_tbi,classification_tbi,disease_pte,classification_pte,disease_sci,classification_sci,domain,subdomain,category,pte_crf_name,copyright,pte_workinggroup,notes,status,cde_id_verified
C58603,Seizure epilepsy unknown onset subtype type,SeizEpilepsyUnknOnsSubtypTyp,,The element related to type of unknown onset seizures the participant/subject is experiencing,NINDS,Unknown Onset Seizure Subtypes,NINDS,,,Seizure subtypes of Unknown onset (Unknown if focal or generalized),Value List,Alphanumeric,cde,FALSE,"Tonic, clonic, atonic and epileptic spasm: When these seizure types occur in patients with combined focal and generalized epilepsy, it is often difficult to determine whether their onset is focal or generalized. Unless captured on EEG with a clear focal or generalized onset, please use the Unknown Onset box in these cases. (e.g., Lennox Gastaut Syndrome).",Single Pre-Defined Value Selected,collected,,Generalized tonic-clonic|Motor NOS|Clonic|Tonic|Myoclonic|Atonic|Epileptic spasms|Non-motor NOS,Generalized tonic-clonic|Motor NOS (not otherwise specified)|Clonic|Tonic|Myoclonic|Atonic|Epileptic spasms|Non-motor NOS (not otherwise specified),,,,,,,,Adult | Pediatric,7JGTFodaTL,NINDS:C58603|BRICS Variable Name:SeizEpilepsyUnknOnsSubtypTyp|NLM:7JGTFodaTL,,,,,,,"https://www.ilae.org/_x000D_
Fisher RS, Cross JH, French JA, Higurashi N, Hirsch E, Jansen FE, Lagae L, Mosh√© SL, Peltola J, Roulet Perez E, Scheffer IE, Zuberi SM. Operational classification of seizure types by the International League Against Epilepsy: Position Paper of the ILAE Commission for Classification and Terminology. Epilepsia 2017;58(4):522‚Äì530.  _x000D_
Fisher RS, Cross JH, D'Souza C, French JA, Haut SR, Higurashi N, Hirsch E, Jansen FE, Lagae L, Mosh√© SL, Peltola J, Roulet Perez E, Scheffer IE, Schulze-Bonhage A, Somerville E, Sperling M, Yacubian EM, Zuberi SM. Instruction manual for the ILAE 2017 operational classification of seizure types. Epilepsia 2017;58(4):531‚Äì542.",3,8/28/13,,,Y,Supplemental,,,,,Y,Supplemental,Y,Recommended,,,Disease/Injury Related Events,Classification,,Seizure Classification,FALSE,CA,,v2 Joost,OK
C58604,Seizure unclassified classification status,SeizUnclassClassStat,,The element related to the degree to which unclassified seizures are present,NINDS,,NINDS,,,Seizure type is unclassified - Complete below for Unclassified seizure type,Value List,Alphanumeric,cde,FALSE,,Single Pre-Defined Value Selected,collected,,No|Possible|Probably|Definite|Unknown|N/A,No = Not present|Possible = The summary of evidence suggests less than 50% confidence level|Probable = The summary of evidence suggests greater than 50% confidence level|Definite = The summary of evidence suggests 100% confidence level|Unknown = The summary of evidence is not sufficient to support a finding|N/A = Not Applicable; to be used at the discretion of the Principal Investigator based on study design,,,,,,,,Adult | Pediatric,mJ0tsupT8,NINDS:C58604|BRICS Variable Name:SeizUnclassClassStat|NLM:mJ0tsupT8,,,,,,,"https://www.ilae.org/_x000D_
Fisher RS, Cross JH, French JA, Higurashi N, Hirsch E, Jansen FE, Lagae L, Mosh√© SL, Peltola J, Roulet Perez E, Scheffer IE, Zuberi SM. Operational classification of seizure types by the International League Against Epilepsy: Position Paper of the ILAE Commission for Classification and Terminology. Epilepsia 2017;58(4):522‚Äì530.  _x000D_
Fisher RS, Cross JH, D'Souza C, French JA, Haut SR, Higurashi N, Hirsch E, Jansen FE, Lagae L, Mosh√© SL, Peltola J, Roulet Perez E, Scheffer IE, Schulze-Bonhage A, Somerville E, Sperling M, Yacubian EM, Zuberi SM. Instruction manual for the ILAE 2017 operational classification of seizure types. Epilepsia 2017;58(4):531‚Äì542.",3,8/28/13,,,Y,Recommended,,,,,Y,Recommended,Y,Recommended,,,Disease/Injury Related Events,Classification,,Seizure Classification,FALSE,CA,,v2 Joost,OK
C58580,Specific epilepsy etiology classification type,SpecEpilepsyEtioClassTyp,,"The categorization for etiology of epilepsy as linked to identified genetic or presumed genetic, structural, metabolic, immune, infectious or unknown causes. Genetic (or presumed) causes of epilepsy are understood to be the direct result of a known or presumed genetic defect(s) in which seizures are the core symptom of the disorder. Unknown cause is meant to be taken neutrally and to designate that the nature of the underlying cause is not yet unknown. Structural, metabolic, immune or infectious causes are due to a distinct condition that has been associated with substantially increased risk of developing epilepsy as demonstrated in appropriately designed studies",NINDS,Epilepsy Etiology Classification,NINDS,,,Specific Etiology,Value List,Alphanumeric,,,,,collected,,Genetic or presumed genetic|Structural|Metabolic/toxic|Other,,,,,,,,,Adult | Pediatric,,,,,,,,,"Berg AT, Berkovic SF, Brodie MJ, Buchhalter J, Cross JH, van Emde Boas W, Engel J, French J, Glauser TA, Mathern GW, Moshé SL, Nordli D, Plouin P, Scheffer IE. Revised terminology and concepts for organization of seizures and epilepsies: report of the ILAE Commission on Classification and Terminology, 2005-2009. Epilepsia. 2010;51(4):676–685. https://onlinelibrary.wiley.com/doi/full/10.1111/j.1528-1167.2010.02522.x",1,10/5/12,,,Y,Core,,,,,,,Y,Core,,,Disease/Injury Related Events,Classification,,Eitiological Classification,,BCM,,,
C58606,Other epilepsy etiology type,OtherEpilEtioTyp,,The categorization for other etiology of epilepsy,NINDS,Epilepsy Etiology Classification,NINDS,,,"Other, specify",Value List,Alphanumeric,,,"If other etiology, select the specific type.",,collected,,Immune;Infectious;Unknown,"Immune;Infectious(viral, bacterial, parasitic);Unknown (epilepsy of unknown cause, without relevant abnormalities on examination, coginition, history or imaging)",,,,,,,,Adult | Pediatric,,,,,,,,,"Berg AT, Berkovic SF, Brodie MJ, Buchhalter J, Cross JH, van Emde Boas W, Engel J, French J, Glauser TA, Mathern GW, Moshé SL, Nordli D, Plouin P, Scheffer IE. Revised terminology and concepts for organization of seizures and epilepsies: report of the ILAE Commission on Classification and Terminology, 2005-2009. Epilepsia. 2010;51(4):676–685. https://onlinelibrary.wiley.com/doi/full/10.1111/j.1528-1167.2010.02522.x",1,10/5/12,,,Y,Recommended,,,,,,,Y,Recommended,,,Disease/Injury Related Events,Classification,,Eitiological Classification,,BCM,,,
C58582,Genetic presumed genetic epilepsy etiology type,GeneticPresumeGenEpilEtioTyp,,The categorization for other etiology of epilepsy,NINDS,Epilepsy Etiology Classification,NINDS,,,Genetic or presumed genetic,Value List,Alphanumeric,,,"If genetic or presumed genetic etiology, specify type. Etiologies that are both genetic and structural will be captured under genetic, not otherwise specified",Single Pre-Defined Value Selected,collected,,Idiopathic generalized with known syndrome;Other generalized epilepsy known or presumed to be genetic but not meeting criteria for an idiopathic   generalized epilepsy syndrome;Known genetic mutation with or without developmental /epileptic encephalopathy or known disease/syndrome linked to genetic mutation;Focal epilepsy with or without a known proven mutation;Genetic epilepsies not otherwise specified,"Idiopathic generalized with known syndrome (childhood and juvenile absence epilepsy, juvenile myoclonic epilepsy, generalized GTCS alone);Other generalized epilepsy known or presumed to be genetic but not meeting criteria for an idiopathic   generalized epilepsy syndrome (e.g., Doose Syndrome);Known genetic mutation with or without developmental /epileptic encephalopathy (e.g., CDKL5) or known disease/syndrome linked to genetic mutation (e.g., Dravet syndrome);Focal epilepsy with or without a known proven mutation (e.g., LGI1, ADNFL);Genetic epilepsies not otherwise specified",,,,,,,,Adult | Pediatric,,,,,,,,,"Berg AT, Berkovic SF, Brodie MJ, Buchhalter J, Cross JH, van Emde Boas W, Engel J, French J, Glauser TA, Mathern GW, Moshé SL, Nordli D, Plouin P, Scheffer IE. Revised terminology and concepts for organization of seizures and epilepsies: report of the ILAE Commission on Classification and Terminology, 2005-2009. Epilepsia. 2010;51(4):676–685. https://onlinelibrary.wiley.com/doi/full/10.1111/j.1528-1167.2010.02522.x",,,,,,,,,,,,,Y,Recommended,,,Disease/Injury Related Events,Classification,,Eitiological Classification,,BCM,,,
C58605,Metabolic toxic epilepsy etiology type,MetabolToxicEpilEtioTyp,,The categorization for metabolic toxic etiology of epilepsy,NINDS,Epilepsy Etiology Classification,NINDS,,,Metabolic/toxic,Value List,Alphanumeric,,,"If metabolic toxic etiology, select the specific type.",,collected,,Inborn errors of metabolism;Other metabolic or toxic insults,Inborn errors of metabolism;Other metabolic or toxic insults,,,,,,,,Adult | Pediatric,,,,,,,,,"Berg AT, Berkovic SF, Brodie MJ, Buchhalter J, Cross JH, van Emde Boas W, Engel J, French J, Glauser TA, Mathern GW, Moshé SL, Nordli D, Plouin P, Scheffer IE. Revised terminology and concepts for organization of seizures and epilepsies: report of the ILAE Commission on Classification and Terminology, 2005-2009. Epilepsia. 2010;51(4):676–685. https://onlinelibrary.wiley.com/doi/full/10.1111/j.1528-1167.2010.02522.x",,,,,,,,,,,,,Y,Recommended,,,Disease/Injury Related Events,Classification,,Eitiological Classification,,BCM,,,
C58587,Structural epilepsy etiology type,StructuralEpilEtioTyp,,The categorization for structural etiology of epilepsy,NINDS,Epilepsy Etiology Classification,NINDS,,,Structural,Value List,Alphanumeric,cde,FALSE,"If structural etiology, select the specific type. Etiologies that are both genetic and structural will be captured under genetic, not otherwise specified",Single Pre-Defined Value Selected,collected,,"Traumatic brain injury|Stroke|Intraventricular hemorrhage|Hypoxic-ischemic encephalopathy|Neurocutaneous syndromes|Developmental/epileptic encephalopathy of unknown cause|Malformations of cortical or other brain development with or without known genetic determinants|Neoplasia|Mesial Temporal Sclerosis|Dementia|Other degenerative neurologic diseases|Structural, other","Traumatic brain injury|Stroke|Intraventricular hemorrhage|Hypoxic-ischemic encephalopathy|Neurocutaneous syndromes (e.g., tuberous sclerosis, neurofibromatosis)|Developmental/epileptic encephalopathy of unknown cause as evidenced by the presence of intellectual disability, cerebral palsy, or autism with no evidence of a specific insult of disorder to which cause can be attributed preceding the onset of epilepsy|Malformations of cortical or other brain development with or without known genetic determinants|Neoplasia|Mesial Temporal Sclerosis|Dementia|Other degenerative neurologic diseases|Structural, other (e.g., encephalocele, structural abnormality of unknown cause)",,,,,,,,Adult | Pediatric,QkBtsOp6L,NINDS:C58587|BRICS Variable Name:StructuralEpilEtioTyp|NLM:QkBtsOp6L,,,,,,,"Berg AT, Berkovic SF, Brodie MJ, Buchhalter J, Cross JH, van Emde Boas W, Engel J, French J, Glauser TA, Mathern GW, Mosh√© SL, Nordli D, Plouin P, Scheffer IE. Revised terminology and concepts for organization of seizures and epilepsies: report of the ILAE Commission on Classification and Terminology, 2005-2009. Epilepsia. 2010;51(4):676‚Äì685. https://onlinelibrary.wiley.com/doi/full/10.1111/j.1528-1167.2010.02522.x",1,10/10/18,,,Y,Recommended,,,,,Y,Recommended,Y,Core,,,Disease/Injury Related Events,Classification,,Eitiological Classification,FALSE,BCM,updated permissible values to exclude the metabolic/toxic answer choices (to align csv to pdf,,
C14425,Epilepsy etiology specific attribution confidence type,EpilepsyEtioSpecAttrbConfidTyp,,"The level of confidence attributed to the categorizing of specific etiology of epilepsy to genetic or presumed genetic, structural, metabolic, immune, infectious or unknown factors.",NINDS,Epilepsy Etiology Classification,NINDS,,,Present?,Value List,Alphanumeric,cde,FALSE,"If more than one etiology is present, please identify each plausible etiology (e.g., patient had a traumatic brain injury with loss of consciousness, but also had a known CNS abscess
If one etiology could be considered as fitting in two different categories, please check boxes for BOTH categories. Examples include 1) Tuberous Sclerosis Complex, which is both structural and genetic and 2) Glut-1 deficiency which is both metabolic and genetic

No = Not present; Possible = The summary of evidence suggests less than 50% confidence level; Probable = the summary of evidence sugests greater than 50% confidence level; Definite = The summary of evidence suggests 100% confidence level; Unknown = The summary of evidence is not suffiecient to support a finding; N/A = Not Applicable; to be used at the discretion fo the Principal Investigator based on study design.",Single Pre-Defined Value Selected,collected,,No|Possible|Probable|Definite|Unknown|N/A,No = Not present|Possible = The summary of evidence suggests less than 50% confidence level|Probable = The summary of evidence suggests greater than 50% confidence level|Definite = The summary of evidence suggests 100% confidence level|Unknown = The summary of evidence is not sufficient to support a finding|N/A = Not Applicable; to be used at the discretion of the Principal Investigator based on study design,,,,,,,,Adult | Pediatric,YeZX5F49WAN,NINDS:C14425|BRICS Variable Name:EpilepsyEtioSpecAttrbConfidTyp|NLM:YeZX5F49WAN,,,,,,,"Berg AT, Berkovic SF, Brodie MJ, Buchhalter J, et al. Revised terminology and concepts for organization of seizures and epilepsies: report of the ILAE Commission on Classification and Terminology, 2005-2009. Epilepsia. 2010 Apr;51(4):676-85. http://www.ilae-epilepsy.org/Visitors/Centre/ctf/ctfoverview.cfm",3,8/28/13,,,,,,,,,Y,Recommended,Y,Core,,,Disease/Injury Related Events,Classification,,Eitiological Classification,FALSE,BCM,,,
C14426,Epilepsy etiology primary type,EpilEtioPrimryTyp,,"Primary etiologic cause for epilepsy when multiple etiologies are present (i.e., more than one etiology, as described by the International League Against Epilepsy, is coded as definite or possible)",NINDS,Epilepsy Etiology Classification,NINDS,,,Primary Cause,Value List,Alphanumeric,,,"If more than one specific etiology is selected, specify: If more than one etiology has been coded as definite or possible, then a primary cause must be selected. Choose the letter corresponding to the etiology for the primary cause (e.g., c would be chosen if the primary cause was stroke).",,collected,,"Genetic: Idiopathic generalized with known syndrome (childhood and juvenile absence epilepsy, juvenile myoclonic epilepsy, generalized GTCS alone)|Genetic: Other generalized epilepsy known or presumed to be genetic but not meeting criteria for an idiopathic generalized epilepsy syndrome (e.g., Doose Syndrome)|Genetic: Known genetic mutation with or without developmental /epileptic encephalopathy (e.g., CDKL5) or known disease/syndrome linked to genetic mutation (e.g., Dravet syndrome)|Genetic: Focal epilepsy with or without a known proven mutation (e.g., LGI1, ADNFL)|Genetic: Genetic epilepsies not otherwise specified (Etiologies that are both genetic and structural will be captured under genetic, not otherwise specified)|Structural: Traumatic brain injury|Structural: Stroke|Structural: Intraventricular hemorrhage|Structural: Hypoxic-ischemic encephalopathy|Structural: Neurocutaneous syndromes (e.g., tuberous sclerosis, neurofibromatosis)|Structural: Developmental/epileptic encephalopathy of unknown cause as evidenced by the presence of intellectual disability, cerebral palsy, or autism with no evidence of a specific insult of disorder to which cause can be attributed preceding the onset of epilepsy|Structural: Malformations of cortical or other brain development with or without known genetic determinants|Structural: Neoplasia|Structural: Mesial temporal sclerosis|Structural: Dementia|Structural: Other degenerative neurologic diseases|Structural, other (e.g., encephalocele, structural abnormality of unknown cause)|Metabolic/toxic: Inborn errors of metabolism|Metabolic/toxic: Other metabolic or toxic insults|Other: Immune|Other: Infectious (viral, bacterial, parasitic)|Other: Unknown (epilepsy of unknown cause, without relevant abnormalities on examination, cognition, history or imaging)","Genetic: Idiopathic generalized with known syndrome (childhood and juvenile absence epilepsy, juvenile myoclonic epilepsy, generalized GTCS alone)|Genetic: Other generalized epilepsy known or presumed to be genetic but not meeting criteria for an idiopathic generalized epilepsy syndrome (e.g., Doose Syndrome)|Genetic: Known genetic mutation with or without developmental /epileptic encephalopathy (e.g., CDKL5) or known disease/syndrome linked to genetic mutation (e.g., Dravet syndrome)|Genetic: Focal epilepsy with or without a known proven mutation (e.g., LGI1, ADNFL)|Genetic: Genetic epilepsies not otherwise specified (Etiologies that are both genetic and structural will be captured under genetic, not otherwise specified)|Structural: Traumatic brain injury|Structural: Stroke|Structural: Intraventricular hemorrhage|Structural: Hypoxic-ischemic encephalopathy|Structural: Neurocutaneous syndromes (e.g., tuberous sclerosis, neurofibromatosis)|Structural: Developmental/epileptic encephalopathy of unknown cause as evidenced by the presence of intellectual disability, cerebral palsy, or autism with no evidence of a specific insult of disorder to which cause can be attributed preceding the onset of epilepsy|Structural: Malformations of cortical or other brain development with or without known genetic determinants|Structural: Neoplasia|Structural: Mesial temporal sclerosis|Structural: Dementia|Structural: Other degenerative neurologic diseases|Structural, other (e.g., encephalocele, structural abnormality of unknown cause)|Metabolic/toxic: Inborn errors of metabolism|Metabolic/toxic: Other metabolic or toxic insults|Other: Immune|Other: Infectious (viral, bacterial, parasitic)|Other: Unknown (epilepsy of unknown cause, without relevant abnormalities on examination, cognition, history or imaging)",,,,,,,,Adult | Pediatric,YeZX5F49WAN,NINDS:C14425|BRICS Variable Name:EpilepsyEtioSpecAttrbConfidTyp|NLM:YeZX5F49WAN,,,,,,,"Berg AT, Berkovic SF, Brodie MJ, Buchhalter J, et al. Revised terminology and concepts for organization of seizures and epilepsies: report of the ILAE Commission on Classification and Terminology, 2005-2009. Epilepsia. 2010 Apr;51(4):676-85. http://www.ilae-epilepsy.org/Visitors/Centre/ctf/ctfoverview.cfm",,,,,Y,Recommended,,,,,,,Y,Core,,,Disease/Injury Related Events,Classification,,Eitiological Classification,,BCM,,,
C14427,Epilepsy etiology secondary type,EpilEtioSecondaryTyp,,"Secondary etiologic cause for epilepsy when multiple etiologies are present (i.e., more than one etiology, as described by the International League Against Epilepsy, is coded as definite or possible).",NINDS,Epilepsy Etiology Classification,NINDS,,,Secondary Cause,Value List,Alphanumeric,cde,FALSE,"If more than one specific etiology is selected, specify: If more than one etiology has been coded as definite or possible, then a secondary cause must be selected. Choose the letter corresponding to the etiology for the secondary cause (e.g., b would be chosen if the secondary cause was traumatic brain injury).",Single Pre-Defined Value Selected,collected,,"Genetic: Idiopathic generalized with known syndrome (childhood and juvenile absence epilepsy, juvenile myoclonic epilepsy, generalized GTCS alone)|Genetic: Other generalized epilepsy known or presumed to be genetic but not meeting criteria for an idiopathic generalized epilepsy syndrome (e.g., Doose Syndrome)|Genetic: Known genetic mutation with or without developmental /epileptic encephalopathy (e.g., CDKL5) or known disease/syndrome linked to genetic mutation (e.g., Dravet syndrome)|Genetic: Focal epilepsy with or without a known proven mutation (e.g., LGI1, ADNFL)|Genetic: Genetic epilepsies not otherwise specified (Etiologies that are both genetic and structural will be captured under genetic, not otherwise specified)|Structural: Traumatic brain injury|Structural: Stroke|Structural: Intraventricular hemorrhage|Structural: Hypoxic-ischemic encephalopathy|Structural: Neurocutaneous syndromes (e.g., tuberous sclerosis, neurofibromatosis)|Structural: Developmental/epileptic encephalopathy of unknown cause as evidenced by the presence of intellectual disability, cerebral palsy, or autism with no evidence of a specific insult of disorder to which cause can be attributed preceding the onset of epilepsy|Structural: Malformations of cortical or other brain development with or without known genetic determinants|Structural: Neoplasia|Structural: Mesial temporal sclerosis|Structural: Dementia|Structural: Other degenerative neurologic diseases|Structural, other (e.g., encephalocele, structural abnormality of unknown cause)|Metabolic/toxic: Inborn errors of metabolism|Metabolic/toxic: Other metabolic or toxic insults|Other: Immune|Other: Infectious (viral, bacterial, parasitic)|Other: Unknown (epilepsy of unknown cause, without relevant abnormalities on examination, cognition, history or imaging)","Genetic: Idiopathic generalized with known syndrome (childhood and juvenile absence epilepsy, juvenile myoclonic epilepsy, generalized GTCS alone)|Genetic: Other generalized epilepsy known or presumed to be genetic but not meeting criteria for an idiopathic generalized epilepsy syndrome (e.g., Doose Syndrome)|Genetic: Known genetic mutation with or without developmental /epileptic encephalopathy (e.g., CDKL5) or known disease/syndrome linked to genetic mutation (e.g., Dravet syndrome)|Genetic: Focal epilepsy with or without a known proven mutation (e.g., LGI1, ADNFL)|Genetic: Genetic epilepsies not otherwise specified (Etiologies that are both genetic and structural will be captured under genetic, not otherwise specified)|Structural: Traumatic brain injury|Structural: Stroke|Structural: Intraventricular hemorrhage|Structural: Hypoxic-ischemic encephalopathy|Structural: Neurocutaneous syndromes (e.g., tuberous sclerosis, neurofibromatosis)|Structural: Developmental/epileptic encephalopathy of unknown cause as evidenced by the presence of intellectual disability, cerebral palsy, or autism with no evidence of a specific insult of disorder to which cause can be attributed preceding the onset of epilepsy|Structural: Malformations of cortical or other brain development with or without known genetic determinants|Structural: Neoplasia|Structural: Mesial temporal sclerosis|Structural: Dementia|Structural: Other degenerative neurologic diseases|Structural, other (e.g., encephalocele, structural abnormality of unknown cause)|Metabolic/toxic: Inborn errors of metabolism|Metabolic/toxic: Other metabolic or toxic insults|Other: Immune|Other: Infectious (viral, bacterial, parasitic)|Other: Unknown (epilepsy of unknown cause, without relevant abnormalities on examination, cognition, history or imaging)",,,,,,,,Adult | Pediatric,_AwrfGuZh5Q,NINDS:C14427|BRICS Variable Name:EpilEtioSecondaryTyp|NLM:_AwrfGuZh5Q,,,,,,,"Berg AT, Berkovic SF, Brodie MJ, Buchhalter J, et al. Revised terminology and concepts for organization of seizures and epilepsies: report of the ILAE Commission on Classification and Terminology, 2005-2009. Epilepsia. 2010 Apr;51(4):676-85. http://www.ilae-epilepsy.org/Visitors/Centre/ctf/ctfoverview.cfm",1,10/5/12,,,Y,Recommended,,,,,Y,Recommended,Y,Core,,,Disease/Injury Related Events,Classification,,Eitiological Classification,FALSE,BCM,,,
C19504,Family member body uncontrolled movement indicator,FamMmberBodyUncntrlldMovmntInd,,"Indicator for uncontrolled movements of part or all of the body such as twitching, jerking, shaking, or going limp, lasting about 5 minutes or less, that a family member has had or told you that you/they had",NINDS,Indicator Seizure Symptoms,NINDS,,,"Uncontrolled movements of part or all of the body such as twitching, jerking, shaking or going limp, lasting about 5 minutes or less?",Value List,Alphanumeric,cde,FALSE,Have you/your family member had or has anyone ever told you that you/they had any of the following:,Single Pre-Defined Value Selected,collected,,No|Yes|Unknown,No|Yes|Unknown,,,,,,,,Adult | Pediatric,n_jjj6JtKJJ,NINDS:C19504|BRICS Variable Name:FamMmberBodyUncntrlldMovmntInd|NLM:n_jjj6JtKJJ,,,,,,,,1,6/30/14,,,,,,,,,Y,Supplemental,Y,Core,,,Assessments and Examinations,Physical/Neurological Examination,,Post-Traumatic Epilepsy Screening Form,FALSE,CA,,,
C19505,Family member mental state awareness level unexplained change indicator,FamMmbrMentlSteAwrnsLvlChngInd,,"Indicator for an unexplained change in mental state or level of awareness; or an episode of ""spacing out which you/your family member could not control, lasting about 5 minutes or less, that a family member has had or told you that you/they had",NINDS,Indicator Seizure Symptoms,NINDS,,,"An unexplained change in mental state or level of awareness; or an episode of ""spacing out"" which you/your family member could not control,  lasting about 5 minutes or less?",Value List,Alphanumeric,cde,FALSE,Have you/your family member had or has anyone ever told you that you/they had any of the following:,Single Pre-Defined Value Selected,collected,,No|Yes|Unknown,No|Yes|Unknown,,,,,,,,Adult | Pediatric,9zVp84Zs80g,NINDS:C19505|BRICS Variable Name:FamMmbrMentlSteAwrnsLvlChngInd|NLM:9zVp84Zs80g,,,,,,,,1,6/30/14,,,,,,,,,Y,Supplemental,Y,Core,,,Assessments and Examinations,Physical/Neurological Examination,,Post-Traumatic Epilepsy Screening Form,FALSE,CA,,,
C19506,Family member repeated unusual attack or convulsion other type indicator,FamMemRepUnuslAtkCnvlOthTypInd,,Indicator for any other type of repeated unusual attacks or convulsions lasting about 5 minutes or less that a family member has had or told you that you/they had,NINDS,Indicator Seizure Symptoms,NINDS,,,Any other type of repeated unusual attacks or convulsions lasting about 5 minutes or less?,Value List,Alphanumeric,cde,FALSE,Have you/your family member had or has anyone ever told you that you/they had any of the following:,Single Pre-Defined Value Selected,collected,,No|Yes|Unknown,No|Yes|Unknown,,,,,,,,Adult | Pediatric,CXQatzPG81n,NINDS:C19506|BRICS Variable Name:FamMemRepUnuslAtkCnvlOthTypInd|NLM:CXQatzPG81n,,,,,,,,1,6/30/14,,,,,,,,,Y,Supplemental,Y,Core,,,Assessments and Examinations,Physical/Neurological Examination,,Post-Traumatic Epilepsy Screening Form,FALSE,CA,,,
C19507,Family member seizures or epilepsy indicator,FamMembrSeizureEpilepsyInd,,Indicator for someone having told you that you/your family member have seizures or epilepsy,NINDS,,NINDS,,,Has anyone ever told you that you/your family member have seizure(s) or epilepsy?,Value List,Alphanumeric,cde,FALSE,,Single Pre-Defined Value Selected,collected,,No|Yes|Unknown,No|Yes|Unknown,,,,,,,,Adult | Pediatric,8vqCJx9GJqQ,NINDS:C19507|BRICS Variable Name:FamMembrSeizureEpilepsyInd|NLM:8vqCJx9GJqQ,,,,,,,,1,6/30/14,,,,,,,,,Y,Supplemental,Y,Core,,,Assessments and Examinations,Physical/Neurological Examination,,Post-Traumatic Epilepsy Screening Form,FALSE,CA,,,
C19508,Source of information queried type,SourceOfInformationQueriedTyp,,Type of source of information queried,NINDS,,NINDS,,,Which of the following sources of information were queried?,Value List,Alphanumeric,cde,FALSE,Check all that apply,Multiple Pre-Defined Values Selected,collected,,Caregiver|Medical record|Patient,Caregiver|Medical record|Patient,,,,,,,,Adult | Pediatric,17o4qMGbA2_,NINDS:C19508|BRICS Variable Name:SourceOfInformationQueriedTyp|NLM:17o4qMGbA2_,,,,,,,,1,6/30/14,,,,,,,,,Y,Supplemental,Y,Core,,,Assessments and Examinations,Physical/Neurological Examination,,Post-Traumatic Epilepsy Screening Form,FALSE,CA,,,
C19509,Pre traumatic brain injury seizure or epilepsy indicator,PreTBISeizureEpilepsyInd,,Indicator for seizures or epilepsy that the patient had prior to the traumatic brain injury,NINDS,,NINDS,,,Has the participant had seizures or epilepsy prior to the traumatic brain injury?,Value List,Alphanumeric,cde,FALSE,,Single Pre-Defined Value Selected,collected,,No|Yes|Unknown,No|Yes|Unknown,,,,,,,,Adult | Pediatric,GyBRcMos6zf,NINDS:C19509|BRICS Variable Name:PreTBISeizureEpilepsyInd|NLM:GyBRcMos6zf,,,,,,,,1,6/30/14,,,,,,,,,Y,Supplemental,Y,Core,,,Assessments and Examinations,Physical/Neurological Examination,,Post-Traumatic Epilepsy Screening Form,FALSE,CA,,,
C19510,Post traumatic brain injury diagnosis epilepsy seizure diagnosis indicator,PstTBIDiagEpilpSeizDiagInd,,"Indicator for the diagnosis of the participant with epilepsy, a seizure disorder, or a single seizure after the date of the traumatic brain injury diagnosis",NINDS,Seizure Dx after TBI,NINDS,,,"Hast the participant been diagnosed with epilepsy, a seizure disorder, or a single seizure after the date of the traumatic brain injury diagnosis?",Value List,Alphanumeric,cde,FALSE,,Single Pre-Defined Value Selected,collected,,No|Yes|Unknown,No|Yes|Unknown,,,,,,,,Adult | Pediatric,kaSA8Vw8KQ4,NINDS:C19510|BRICS Variable Name:PstTBIDiagEpilpSeizDiagInd|NLM:kaSA8Vw8KQ4,,,,,,,,1,6/30/14,,,,,,,,,Y,Supplemental,Y,Core,,,Assessments and Examinations,Physical/Neurological Examination,,Post-Traumatic Epilepsy Screening Form,FALSE,CA,,,
C19511,Seven days post traumatic brain injury seizure occurrence indicator,SevnDaysPstTBISeizOccurncInd,,Indicator for the occurrence of seizure(s) later than seven days after the date of the traumatic brain injury,NINDS,Seizure Dx after TBI,NINDS,,,Did seizure(s) occur later than seven days after the date of the traumatic brain injury?,Value List,Alphanumeric,cde,FALSE,,Single Pre-Defined Value Selected,collected,,No|Yes|Unknown,No|Yes|Unknown,,,,,,,,Adult | Pediatric,3FoAqGZasP5,NINDS:C19511|BRICS Variable Name:SevnDaysPstTBISeizOccurncInd|NLM:3FoAqGZasP5,,,,,,,,1,6/30/14,,,,,,,,,Y,Supplemental,Y,Core,,,Assessments and Examinations,Physical/Neurological Examination,,Post-Traumatic Epilepsy Screening Form,FALSE,CA,,,
