cde_id,cde_name,variable_name,aliases,cde_definition,cde_source,bundle_name,steward_org,registration_status,keywords,preferred_question_text,cde_data_type,sources_data_type,detail_element_type,detail_nih_endorsed,ninds_raw_disease_specific_instructions,ninds_raw_input_restrictions,cde_origin,pv_codes,pv_labels,pv_definitions,pv_code_systems,pv_concept_identifiers,pv_terminology_sources,unit_of_measure,size,min_value,max_value,population,nlm_identifier,other_identifiers,cdisc_domain,cdisc_variable_name,cdisc_variable_label,dec_identifier,dec_terminology_source,dec_name,ninds_disease_specific_reference,ninds_version_number,ninds_version_date,version_date_flag,additional_instructions,disease_epilepsy,classification_epilepsy,disease_agnostic,classification_agnostic,disease_neurotrauma,classification_neurotrauma,disease_tbi,classification_tbi,disease_pte,classification_pte,disease_sci,classification_sci,domain,subdomain,category,pte_crf_name,copyright,pte_workinggroup,notes,status,cde_id_verified
C08007,Diagnosis first given date and time,DiagnosFirstGivnDateTime,,Date (and time if applicable and known) the participant/subject was initially diagnosed with the disease or disorder,NINDS,Seizure Dx after TBI,NINDS,,,Date of diagnosis,Date,Date or Date & Time,cde,FALSE,"Record the date/time according to the ISO 8601, the International Standard for the representation of dates and times (http://www.iso.org/iso/home.html).  The date/time should be recorded to the level of granularity known (e.g., year, year and month, complete date plus hours and minutes, etc.).",Free-Form Entry,collected,,,,,,,,,,,Adult | Pediatric,McMjvoxqjU2,NINDS:C08007|BRICS Variable Name:DiagnosFirstGivnDateTime|NLM:McMjvoxqjU2,,,,,,,No references available,3,7/24/13,,,,,,,,,Y,Supplemental,Y,Core,,,Assessments and Examinations,Physical/Neurological Examination,,Post-Traumatic Epilepsy Screening Form,FALSE,CA,,,
C19512,Diagnosis giver type,DiagnosisGiverTyp,,Type of professional who gave the diagnosis,NINDS,Seizure Dx after TBI,NINDS,,,Who gave this diagnosis?,Value List,Alphanumeric,cde,FALSE,,Single Pre-Defined Value Selected,collected,,Neurologist|Neurosurgeon|Nurse Practitioner|Pediatric Neurologist|Pediatrician|Primary Care Physician|Psychiatrist|Psychologist,Neurologist|Neurosurgeon|Nurse Practitioner|Pediatric Neurologist|Pediatrician|Primary Care Physician|Psychiatrist|Psychologist,,,,,,,,Adult | Pediatric,MqAxzkTqjQ9,NINDS:C19512|BRICS Variable Name:DiagnosisGiverTyp|NLM:MqAxzkTqjQ9,,,,,,,,1,6/30/14,,,,,,,,,Y,Supplemental,Y,Core,,,Assessments and Examinations,Physical/Neurological Examination,,Post-Traumatic Epilepsy Screening Form,FALSE,CA,,,
C19513,Seizure or epilepsy medication patient reception indicator,SeizEpilepMedicaPatntReceptInd,,Indicator for the patient's reception of medication for seizures or epilepsy,NINDS,,NINDS,,,Has the patient received medication for seizures or epilepsy?,Value List,Alphanumeric,cde,FALSE,,Single Pre-Defined Value Selected,collected,,No|Yes|Unknown,No|Yes|Unknown,,,,,,,,Adult | Pediatric,8Af9YZWKaNt,NINDS:C19513|BRICS Variable Name:SeizEpilepMedicaPatntReceptInd|NLM:8Af9YZWKaNt,,,,,,,,1,6/30/14,,,,,,,,,Y,Supplemental,Y,Core,,,Assessments and Examinations,Physical/Neurological Examination,,Post-Traumatic Epilepsy Screening Form,FALSE,CA,,,
C01010,Physical exam date and time,PhysExamDateTime,,Date (and time if applicable and known) physical exam was performed,NINDS,,NINDS,,,Date of Exam,Date,Date or Date & Time,cde,FALSE,"Record the date (and time) the physical exam was performed. Record the date/time according to the ISO 8601, the International Standard for the representation of dates and times (http://www.iso.org/iso/home.html).  The date/time should be recorded to the level of granularity known (e.g., year, year and month, complete date plus hours and minutes, etc.).",Free-Form Entry,collected,,,,,,,,,,,Adult | Pediatric,nOS744JPSOy,NINDS:C01010|ISTH:18:38:10:598|caDSR:2004170|BRICS Variable Name:PhysExamDateTime|NLM:nOS744JPSOy,,,,,,,No references available,3,8/28/13,,"Record the date (and time) the physical exam was performed. Record the date/time according to the ISO 8601, the International Standard for the representation of dates and times (http://www.iso.org/iso/home.html).  The date/time should be recorded to the level of granularity known (e.g., year, year and month, complete date plus hours and minutes, etc.).",,,,,,,Y,Supplemental,Y,Recommended,,,Assessments and Examinations,Physical/Neurological Examination,,Physical Exam,FALSE,CA,,,
C14429,Global change since prior examination result,GlobalChangeSincPriorExamReslt,,Global assessment of the difference between the prior and follow-up examinations,NINDS,Global Change from Prior,NINDS,,,"If follow-up exam, change from prior exam",Value List,Alphanumeric,cde,FALSE,Record change from prior exam if follow-up exam,Single Pre-Defined Value Selected,collected,,"No change|Improved|Worse|Unknown|Other, specify","No change|Improved|Worse|Unknown|Other, specify",,,,,,,,Adult | Pediatric,TxNkDpy1c62,NINDS:C14429|BRICS Variable Name:GlobalChangeSincPriorExamReslt|NLM:TxNkDpy1c62,,,,,,,No references available,1,10/5/12,,Record change from prior exam if follow-up exam,,,,,,,Y,Supplemental,Y,Recommended,,,Assessments and Examinations,Physical/Neurological Examination,,Physical Exam,FALSE,CA,,,
C18931,Global change since prior examination other text,GlobalChangeSincPriorExamOTH,,The free-text field related to 'Global change since prior examination result' specifying other text. Global assessment of the difference between the prior and follow-up examinations,NINDS,Global Change from Prior,NINDS,,,"Other, specify",Text,Alphanumeric,cde,FALSE,Record change from prior exam if follow-up exam,Free-Form Entry,collected,,,,,,,,4000,,,Adult | Pediatric,r5WFwaWqzA3,NINDS:C18931|BRICS Variable Name:GlobalChangeSincPriorExamOTH|NLM:r5WFwaWqzA3,,,,,,,No references available,1,10/5/12,,Record change from prior exam if follow-up exam,,,,,,,Y,Supplemental,Y,Recommended,,,Assessments and Examinations,Physical/Neurological Examination,,Physical Exam,FALSE,CA,,,
C14430,Tanner stage,TannerStage,,"Stages of physical development in children, adolescents and adults. The scale defines physical measurements of development based on external primary and secondary sex characteristics, such as the size of the breasts, genitalia, and development of pubic hair.",NINDS,,NINDS,,,Tanner Stage**,Value List,Alphanumeric,cde,FALSE,Indicate Tanner stage for pediatric studies only,Single Pre-Defined Value Selected,collected,,I|II|III|IV|V,see CRF,,,,,,,,Pediatric,1yN_3FR9aAp,NINDS:C14430|BRICS Variable Name:TannerStage|NLM:1yN_3FR9aAp,,,,,,,http://www.addison.ac.uk/endocrine_modules/module1/lecturers_material/html_files/END1.14/sld019.htm,1,10/5/12,,Indicate Tanner stage for pediatric studies only,,,,,,,Y,Supplemental,Y,Recommended,,,Assessments and Examinations,Physical/Neurological Examination,,Physical Exam,FALSE,CA,,,
C00023,Hand preference type,HandPrefTyp,,"Hand which the participant/subject uses predominantly, not necessarily the hand he/she writes with exclusively.",NINDS,,NINDS,,,Handedness,Value List,Alphanumeric,cde,FALSE,"Choose the hand which the participant/subject uses predominantly, not necessarily the hand the participant/subject writes with exclusively",Single Pre-Defined Value Selected,collected,,Left hand|Right hand|Both hands|Unknown|Not established|Forced right,Left hand|Right hand|Both hands|Unknown|Not established|Forced right,,,,,,,,Adult | Pediatric,HQ_m4_P2HpA,NINDS:C00023|caDSR:2180147|BRICS Variable Name:HandPrefTyp|NLM:HQ_m4_P2HpA,,,,,,,No references available,3,7/25/13,,"Choose the hand which the participant/subject uses predominantly, not necessarily the hand the participant/subject writes with exclusively",,,,,,,Y,Supplemental,Y,Recommended,,,Assessments and Examinations,Physical/Neurological Examination,,Physical Exam,FALSE,CA,,,
C01012,Physical exam body system result type,PhysExamBodySysResltTyp,,Assessment result of each body system examined,NINDS,PEBODSYS,NINDS,,,Result,Value List,Alphanumeric,cde,FALSE,Choose one. Indicate whether each body system examined had any abnormal findings.,Single Pre-Defined Value Selected,collected,,Abnormal|Normal|Not assessed|Not examined,Abnormal|Normal|Not assessed|Not examined,,,,,,,,Adult | Pediatric,C7U6_egHNyF,NINDS:C01012|caDSR:2821383|BRICS Variable Name:PhysExamBodySysResltTyp|NLM:C7U6_egHNyF,,,,,,,No references available,3,7/25/13,,Choose one. Indicate whether each body system examined had any abnormal findings.,,,,,,,Y,Supplemental,Y,Recommended,,,Assessments and Examinations,Physical/Neurological Examination,,Physical Exam,FALSE,CA,,,
C01013,Physical exam description text,PhysExamDescripTxt,,Free text field to describe the abnormality in a specific body system or an explanation of why the body system was not examined,NINDS,PEBODSYS,NINDS,,,Description,Text,Alphanumeric,cde,FALSE,"Provide a description of each abnormal result found during the physical exam.  Make sure to record any of the following abnormalities: dysmorphic features, neurocutaneous stigmata, and carotid bruits.",Free-Form Entry,collected,,,,,,,,255,,,Adult | Pediatric,CPXnC4nAA5j,NINDS:C01013|caDSR:2201880|BRICS Variable Name:PhysExamDescripTxt|NLM:CPXnC4nAA5j,,,,,,,SNOMED CT CODES - Problem List (http://www.nlm.nih.gov/research/umls/Snomed/core_subset.html),3,7/25/13,,"Provide a description of each abnormal result found during the physical exam.  Make sure to record any of the following abnormalities: dysmorphic features, neurocutaneous stigmata, and carotid bruits.",,,,,,,Y,Supplemental,Y,Recommended,,,Assessments and Examinations,Physical/Neurological Examination,,Physical Exam,FALSE,CA,,,
C01028,Physical exam condition SNOMED CT code,PhysExamCondSNOMEDCTcode,,Medical condition/disease found during the physical examination of the participant/subject. Systematized Nomenclature of Medicine-Clinical Terms (SNOMED CT),NINDS,PEBODSYS,NINDS,,,Physical exam condition SNOMED CT code,Text,Alphanumeric,cde,FALSE,Code the description of each abnormal result found during the physical exam using the Systematized Nomenclature of Medicine-Clinical Terms (SNOMED CT).,Free-Form Entry,collected,,,,,,,,255,,,Adult | Pediatric,nfNrA7_UZtM,NINDS:C01028|ISTH:18:37:20:596|BRICS Variable Name:PhysExamCondSNOMEDCTcode|NLM:nfNrA7_UZtM,,,,,,,SNOMED CT CODES - Problem List (http://www.nlm.nih.gov/research/umls/Snomed/core_subset.html),3,8/28/13,,Code the description of each abnormal result found during the physical exam using the Systematized Nomenclature of Medicine-Clinical Terms (SNOMED CT).,,,,,,,Y,Supplemental,Y,Recommended,,,Assessments and Examinations,Physical/Neurological Examination,,Physical Exam,FALSE,CA,,,
C01519,Vital signs date and time,VitalSgnDateTime,,"Date (and time, if applicable and known) the vital signs and other body measurements were taken by indicating the month, day, and year for the date and am, pm, or 24 hour clock for time",NINDS,,NINDS,,,Date and Time,Date,Date or Date & Time,cde,FALSE,"Record the date vital signs are taken. Record the date/time according to the ISO 8601, the International Standard for the representation of dates and times (http://www.iso.org/iso/home.html).  The date/time should be recorded to the level of granularity known (e.g., year, year and month, complete date plus hours and minutes, etc.).",Free-Form Entry,collected,,,,,,,,,,,Adult | Pediatric,abmAnDXu5my,NINDS:C01519|caDSR:2829808|BRICS Variable Name:VitalSgnDateTime|NLM:abmAnDXu5my,,,,,,,No references available,3,8/28/13,,"Record the date vital signs are taken. Record the date/time according to the ISO 8601, the International Standard for the representation of dates and times (http://www.iso.org/iso/home.html).  The date/time should be recorded to the level of granularity known (e.g., year, year and month, complete date plus hours and minutes, etc.).",,,,,,,Y,Supplemental,Y,Recommended,,,Assessments and Examinations,Vital Signs and Other Body Measures,,Vitals,FALSE,CA,,,
C01521,Heart rate,HeartRate,,The participant/subject's pulse or number of contractions (heart beats) per minute,NINDS,,NINDS,,,Heart Rate/Pulse,Number,Numeric Values,cde,FALSE,Record the pulse of the participant/ subject in beats per minute.,Free-Form Entry,collected,,,,,,,beats per minute,,0,300,Adult | Pediatric,bEEd67Oc0W1,NINDS:C01521|caDSR:2767073|BRICS Variable Name:HeartRate|NLM:bEEd67Oc0W1,,,,,,,No references available,3.1,3/11/24,,Record the pulse of the participant/ subject in beats per minute.,,,,,,,Y,Supplemental,Y,Recommended,,,Assessments and Examinations,Vital Signs and Other Body Measures,,Vitals,FALSE,CA,,,
C01535,Respiratory rate,RespRate,,Rate of the participant/subject's breathing (inhalation and exhalation).,NINDS,,NINDS,,,Respiratory Rate,Number,Numeric Values,cde,FALSE,Record the respiratory rate of the participant/subject in breaths per minute.,Free-Form Entry,collected,,,,,,,breaths per minute,,0,120,Adult | Pediatric,ARqtQo1xK1A,NINDS:C01535|ISTH:18:102:27:608|caDSR:2644399|BRICS Variable Name:RespRate|NLM:ARqtQo1xK1A,,,,,,,No references available,3.1,3/11/24,,Record the respiratory rate of the participant/subject in breaths per minute.,,,,,,,Y,Supplemental,Y,Recommended,,,Assessments and Examinations,Vital Signs and Other Body Measures,,Vitals,FALSE,CA,,,
C01565,Blood pressure systolic measurement,BldPressrSystMeasr,,Measurement of pressure of the participant's/subject's blood against the artery walls during systole (the contraction phase) in millimeters of mercury (mmHg),NINDS,Blood Pressure,NINDS,,,Blood Pressure (systolic),Number,Numeric Values,cde,FALSE,"Record the systolic blood pressure of the participant/ subject.  The standard unit for measuring blood pressure is mmHg, which is approximately equivalent to Torr.",Free-Form Entry,collected,,,,,,,mmHg,,0,300,Adult | Pediatric,XZO3pRNw42G,NINDS:C01565|ISTH:18:102:27:604|BRICS Variable Name:BldPressrSystMeasr|CDISC:C25298|NLM:XZO3pRNw42G|caDSR:2004289,,C25298,,,,,No references available,3.1,3/11/24,,"Record the systolic blood pressure of the participant/ subject.  The standard unit for measuring blood pressure is mmHg, which is approximately equivalent to Torr.",,,,,,,Y,Supplemental,Y,Recommended,,,Assessments and Examinations,Vital Signs and Other Body Measures,,Vitals,FALSE,CA,,,
C01507,Blood pressure diastolic measurement,BldPressrDiastlMeasr,,Measurement of pressure of the participant's/subject's blood against the artery walls during diastole (the relaxation phase) in millimeters of mercury (mmHg),NINDS,Blood Pressure,NINDS,,,Blood Pressure (diastolic),Number,Numeric Values,cde,FALSE,"Record the diastolic blood pressure of the participant/ subject.  The standard unit for measuring blood pressure is mmHg, which is approximately equivalent to Torr.",Free-Form Entry,collected,,,,,,,mmHg,,0,300,Adult | Pediatric,cvtAEVWeVwO,NINDS:C01507|ISTH:18:102:27:602|caDSR:2004291|BRICS Variable Name:BldPressrDiastlMeasr|NLM:cvtAEVWeVwO,,,,,,,No references available,3.1,3/11/24,,"Record the diastolic blood pressure of the participant/ subject.  The standard unit for measuring blood pressure is mmHg, which is approximately equivalent to Torr.",,,,,,,Y,Supplemental,Y,Recommended,,,Assessments and Examinations,Vital Signs and Other Body Measures,,Vitals,FALSE,CA,,,
C01553,Blood pressure measurement position type,BldPressrMeasrPositionTyp,,Indicator of the participant/subject's position during the blood pressure measurement.,NINDS,Blood Pressure,NINDS,,,Participant's/Subject's Position,Value List,Alphanumeric,cde,FALSE,Record the position the participant/ subject was in when the blood pressure was measured.,Single Pre-Defined Value Selected,collected,,Sitting|Standing|Supine|Unknown,Sitting|Standing|Supine|Unknown,,,,,,,,Adult | Pediatric,sfvFJDT0Xf0,NINDS:C01553|caDSR:2008432|BRICS Variable Name:BldPressrMeasrPositionTyp|NLM:sfvFJDT0Xf0,,,,,,,No references available,3.1,3/11/24,,Record the position the participant/ subject was in when the blood pressure was measured.,,,,,,,Y,Supplemental,Y,Recommended,,,Assessments and Examinations,Vital Signs and Other Body Measures,,Vitals,FALSE,CA,,,
